fid,FIRED_ID,GID,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS,POO_LONGITUDE,POO_LATITUDE,STUSPS,Event_ID,Incid_Name,MTBS_Ig_Date,MTBS_Ig_Year,MTBS_Ig_Month,BurnBndAc,MTBS_ACRE_DIFF,MTBS_PERC_DIFF,MTBS_DATE_DIFF,ig_date,ig_day,ig_month,ig_year,last_date,event_dur,tot_pix,tot_ar_km2,fsr_px_dy,fsr_km2_dy,mx_grw_px,mn_grw_px,mu_grw_px,mx_grw_km2,mn_grw_km2,mu_grw_km2,mx_grw_dte,ig_utm_x,ig_utm_y,tot_perim,tot_ar_ac,FIRED_ACRE_DIFF,FIRED_DATE_DIFF,FIRED_PERC_DIFF,PREDICTED_ACRES,mx_grw_ha,tot_ar_ha,mx_grw_pct
"80",15451,4762,2003_MT-MCD-000102_MISSOURI BREAKS COMPLEX,MT-MCD-000102,MISSOURI BREAKS COMPLEX,WF,130927,L,true,2003/07/16 09:00:00+00,197,2003-07-26 18:00:00,0,Timber (Grass and Understory),,,1,,,,,Garfield,Approx. 35 miles NW of Jordan  MT,MT,2700000,2003,,1,0,0,8,0,0,,,2003/07/27 17:50:00+00,,12,,200,,50,20,3712,4,2003/07/24 20:30:00+00,205,496,2003/07/24 20:30:00+00,205,2003/07/24 20:30:00+00,205,49500,2003/07/20 19:30:00+00,201,8,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,"[339047, 339060, 378576]",3,['MT4751410764220030719-MISSOURI BREAKS COMPLEX'],197,208,['Natural'],127859,"[{'ID': 339047, 'MTBS_ID': 'MT4751410764220030719(MISSOURI BREAKS COMPLEX)', 'COORDS': (47.5828, -107.5123), 'CAUSE': 'Natural', 'SIZE': 1000.0, 'DISC': 197, 'CONT': 208.0}, {'ID': 339060, 'MTBS_ID': 'MT4751410764220030719(MISSOURI BREAKS COMPLEX)', 'COORDS': (47.5994, -107.5123), 'CAUSE': 'Natural', 'SIZE': 125900.0, 'DISC': 200, 'CONT': 208.0}, {'ID': 378576, 'MTBS_ID': 'MT4751410764220030719(MISSOURI BREAKS COMPLEX)', 'COORDS': (47.59, -107.675), 'CAUSE': 'Natural', 'SIZE': 959.0, 'DISC': 198, 'CONT': 200.0}]","[(47.5828, -107.5123) (47.5994, -107.5123) (47.59, -107.675)]",1,3,1,339060,47.5994,-107.5123,MT4751410764220030719(MISSOURI BREAKS COMPLEX),"(47.5994, -107.5123)",-107.511667,47.582778,MT,,,,,,,,,,2003-07-19,200,7,2003,2003-07-28,10,1285,275.836395185974,128.5,27.5836395185974,753,2,511.563424124514,161.637980992248,0.429317346592955,109.811525929571,2003-07-21,-8124883.45338381,5262074.17796181,224259.354799526,68160.55243243,62766.44756757,2.79166666666667,47.9400334289871,79685.4987337788,16163.7980992248,27583.6395185974,58.5992217898833
"81",33814,6294,2005_AZ-TNF-104/113_CAVE CREEK COMPLEX,AZ-TNF-104/113,CAVE CREEK COMPLEX,WF,248310,L,true,2005/06/21 16:43:00+00,172,2005-07-12 18:00:00,0,Short Grass (1 foot),,,8,,,,,Maricopa/Yavapai,6 miles North East of Carefree,AZ,18300000,2005,,0,0,0,11,0,11,,,2005/07/11 10:30:00+00,,19,,4350,50,4300,158,16904,18,2005/07/02 21:00:00+00,183,1696,2005/07/01 21:30:00+00,182,2005/07/02 21:00:00+00,183,33200,2005/06/23 18:00:00+00,174,11,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,"[414914, 1271831]",2,['AZ3424311187720050621-CAVE CREEK COMPLEX'],172,192,['Missing data/not specified/undetermined' 'Natural'],256050,"[{'ID': 414914, 'MTBS_ID': 'AZ3424311187720050621(CAVE CREEK COMPLEX)', 'COORDS': (33.92851916, -111.8545044), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 7740.0, 'DISC': 175, 'CONT': 184.0}, {'ID': 1271831, 'MTBS_ID': 'AZ3424311187720050621(CAVE CREEK COMPLEX)', 'COORDS': (33.97833333, -111.8227778), 'CAUSE': 'Natural', 'SIZE': 248310.0, 'DISC': 172, 'CONT': 192.0}]","[(33.92851916, -111.8545044) (33.97833333, -111.8227778)]",2,2,1,1271831,33.97833333,-111.8227778,AZ3424311187720050621(CAVE CREEK COMPLEX),"(33.97833333, -111.8227778)",-111.822778,33.978333,AZ,,,,,,,,,,2005-06-20,171,6,2005,2005-07-08,19,4635,994.942950729173,243.947368421053,52.3654184594302,668,1,432.976699029126,143.391993762047,0.214658673296478,92.9422037818805,2005-06-30,-10333031.8603559,3780400.11050554,433604.702670113,245855.377839932,2454.62216006767,1.52986111111111,0.988531335857463,286299.2471827,14339.1993762047,99494.2950729173,14.4120819848975
"82",45089,9261,2006_NV-EKD-001074_CHARLESTON COMPLEX,NV-EKD-001074,CHARLESTON COMPLEX,WF,190421,L,true,2006/08/14 19:09:00+00,227,2006-08-24 18:00:00,0,Tall Grass (2.5 feet),,,2,,,,,Elko,20 miles North of Elko,NV,3250000,2006,,0,0,0,5,0,0,,,2006/08/31 00:00:00+00,,25,,25,,25,39,3312,9,2006/08/20 18:00:00+00,232,657,2006/08/19 18:00:00+00,231,2006/08/18 18:30:00+00,230,38322,2006/08/18 18:30:00+00,230,3,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,"[342362, 342365, 342368, 342369, 342370, 342371]",6,['NV4143111542120060815-CHARLESTON' 'NV4127911554720060815-SUGARLOAF 1'],226,234,['Natural'],181810.4,"[{'ID': 342362, 'COORDS': (41.3125, -115.5178), 'CAUSE': 'Natural', 'SIZE': 150.0, 'DISC': 226, 'CONT': 227.0}, {'ID': 342365, 'MTBS_ID': 'NV4143111542120060815(CHARLESTON)', 'COORDS': (41.1511, -115.3811), 'CAUSE': 'Natural', 'SIZE': 32565.8, 'DISC': 226, 'CONT': 230.0}, {'ID': 342368, 'MTBS_ID': 'NV4127911554720060815(SUGARLOAF 1)', 'COORDS': (41.2642, -115.5756), 'CAUSE': 'Natural', 'SIZE': 2823.2, 'DISC': 227, 'CONT': 234.0}, {'ID': 342369, 'MTBS_ID': 'NV4127911554720060815(SUGARLOAF 1)', 'COORDS': (41.2947, -115.5778), 'CAUSE': 'Natural', 'SIZE': 2564.0, 'DISC': 227, 'CONT': 234.0}, {'ID': 342370, 'MTBS_ID': 'NV4143111542120060815(CHARLESTON)', 'COORDS': (41.3831, -115.515), 'CAUSE': 'Natural', 'SIZE': 2000.0, 'DISC': 227, 'CONT': 232.0}, {'ID': 342371, 'MTBS_ID': 'NV4143111542120060815(CHARLESTON)', 'COORDS': (41.5578, -115.5242), 'CAUSE': 'Natural', 'SIZE': 141707.4, 'DISC': 227, 'CONT': 232.0}]","[(41.3125, -115.5178) (41.1511, -115.3811) (41.2642, -115.5756)
 (41.2947, -115.5778) (41.3831, -115.515) (41.5578, -115.5242)]",1,6,2,342371,41.5578,-115.5242,NV4143111542120060815(CHARLESTON),"(41.5578, -115.5242)",-115.524444,41.557778,NV,,,,,,,,,,2006-08-15,227,8,2006,2006-08-23,9,2414,518.186037337697,268.222222222222,57.5762263708552,1000,6,775.946975973488,214.658673296478,1.28795203977887,166.563748410883,2006-08-18,-9629259.84394996,4604170.12049217,388216.056450404,128046.360756332,62374.6392436685,0.36875,32.7561767051263,149317.415748355,21465.8673296478,51818.6037337697,41.4250207125104
"83",51716,11217,2007_ID-TFD-002030_MURPHY COMPLEX,ID-TFD-002030,MURPHY COMPLEX,WF,652016,L,true,2007/07/16 18:12:00+00,197,2007-08-17,0,Brush (2 feet),,,7,,,,,"Elko,Owyhee,TwinFall",30 miles SW of Twin Falls,ID,13000000,2007,,0,0,0,3,0,0,,,2007/12/31 13:43:00+00,,54,,9000,500,7500,56,10443,6,2007/07/28 19:00:00+00,209,1420,2007/07/26 20:00:00+00,207,2007/07/24 19:00:00+00,205,135000,2007/07/19 20:29:00+00,200,8,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,"[336707, 336708, 336711, 342516, 1278061]",5,"['ID4216011532120070721-MURPHY COMPLEX'
 'NV4193511485720070716-MURPHY COMPLEX (SCOTT CREEK)']",197,266,['Natural'],655000.1,"[{'ID': 336707, 'MTBS_ID': 'ID4216011532120070721(MURPHY COMPLEX)', 'COORDS': (41.9492, -115.6217), 'CAUSE': 'Natural', 'SIZE': 147335.0, 'DISC': 197, 'CONT': 238.0}, {'ID': 336708, 'MTBS_ID': 'ID4216011532120070721(MURPHY COMPLEX)', 'COORDS': (42.1808, -115.1758), 'CAUSE': 'Natural', 'SIZE': 3000.0, 'DISC': 197, 'CONT': 198.0}, {'ID': 336711, 'MTBS_ID': 'ID4216011532120070721(MURPHY COMPLEX)', 'COORDS': (42.0369, -115.1089), 'CAUSE': 'Natural', 'SIZE': 78429.0, 'DISC': 198, 'CONT': 266.0}, {'ID': 342516, 'MTBS_ID': 'NV4193511485720070716(MURPHY COMPLEX (SCOTT CREEK))', 'COORDS': (41.8392, -114.9028), 'CAUSE': 'Natural', 'SIZE': 58451.1, 'DISC': 197, 'CONT': 244.0}, {'ID': 1278061, 'MTBS_ID': 'ID4216011532120070721(MURPHY COMPLEX)', 'COORDS': (42.0369, -115.1089), 'CAUSE': 'Natural', 'SIZE': 367785.0, 'DISC': 202, 'CONT': 238.0}]","[(41.9492, -115.6217) (42.1808, -115.1758) (42.0369, -115.1089)
 (41.8392, -114.9028)]",1,4,2,1278061,42.0369,-115.1089,ID4216011532120070721(MURPHY COMPLEX),"(42.0369, -115.1089)",-115.508889,42.171944,ID,,,,,,,,,,2007-07-12,193,7,2007,2007-08-10,30,9570,2054.28350344729,319,68.4761167815763,3268,1,1796.87565308255,701.504544332889,0.214658673296478,385.714943769442,2007-07-20,-9501848.84690478,4682006.65686886,1189475.05604358,507623.725119343,144392.274880657,4.59166666666667,22.1455109814264,590669.052733573,70150.4544332889,205428.350344729,34.1483803552769
"84",95982,21290,2012_MT-CRA-094_SARPY HILLS COMPLEX,MT-CRA-094,SARPY HILLS COMPLEX,WF,82000,L,true,2012/07/31 22:30:00+00,213,2012-08-09,0,Timber (Grass and Understory),,,2,,,,,Big Horn,NW Crow Agency  MT,MT,4120000,2012,FS,0,0,0,16,0,2,,,2012/08/09 17:07:00+00,,19,,60,,30,61,5786,7,2012/08/07 20:00:00+00,220,710,2012/08/06 20:00:00+00,219,2012/08/03 20:00:00+00,216,27800,2012/08/03 20:00:00+00,216,3,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,"[201504293, 201504294, 201504296, 201504297, 201504298, 201504299, 201504305]",7,['MT4574610716620120731-SARPY HILLS COMPLEX'],213,217,['Natural'],88956.8,"[{'ID': 201504293, 'MTBS_ID': 'MT4574610716620120731(SARPY HILLS COMPLEX)', 'COORDS': (45.7464, -107.1676), 'CAUSE': 'Natural', 'SIZE': 82127.0, 'DISC': 214, 'CONT': 216.0}, {'ID': 201504294, 'MTBS_ID': 'MT4574610716620120731(SARPY HILLS COMPLEX)', 'COORDS': (45.7239, -107.4209), 'CAUSE': 'Natural', 'SIZE': 200.0, 'DISC': 213, 'CONT': 214.0}, {'ID': 201504296, 'MTBS_ID': 'MT4574610716620120731(SARPY HILLS COMPLEX)', 'COORDS': (45.5333, -107.2717), 'CAUSE': 'Natural', 'SIZE': 169.8, 'DISC': 213, 'CONT': 215.0}, {'ID': 201504297, 'MTBS_ID': 'MT4574610716620120731(SARPY HILLS COMPLEX)', 'COORDS': (45.6503, -107.1126), 'CAUSE': 'Natural', 'SIZE': 960.0, 'DISC': 214, 'CONT': 215.0}, {'ID': 201504298, 'MTBS_ID': 'MT4574610716620120731(SARPY HILLS COMPLEX)', 'COORDS': (45.6897, -107.2159), 'CAUSE': 'Natural', 'SIZE': 1500.0, 'DISC': 214, 'CONT': 215.0}, {'ID': 201504299, 'MTBS_ID': 'MT4574610716620120731(SARPY HILLS COMPLEX)', 'COORDS': (45.7544, -107.34200000000001), 'CAUSE': 'Natural', 'SIZE': 2000.0, 'DISC': 214, 'CONT': 217.0}, {'ID': 201504305, 'MTBS_ID': 'MT4574610716620120731(SARPY HILLS COMPLEX)', 'COORDS': (45.75, -107.0206), 'CAUSE': 'Natural', 'SIZE': 2000.0, 'DISC': 214, 'CONT': 215.0}]","[(45.7464, -107.1676) (45.7239, -107.4209) (45.5333, -107.2717)
 (45.6503, -107.1126) (45.6897, -107.2159) (45.7544, -107.34200000000001)
 (45.75, -107.0206)]",1,7,1,201504293,45.7464,-107.1676,MT4574610716620120731(SARPY HILLS COMPLEX),"(45.7464, -107.1676)",-107.166944,45.746389,MT,,,,,,,,,,2012-08-02,215,8,2012,2012-08-09,8,1412,303.098046694626,176.5,37.8872558368283,755,1,498.998583569405,162.067298338841,0.214658673296478,107.11437392583,2012-08-04,-8326424.48507345,5082772.15666551,251139.492358144,74897.0428284756,7102.95717152438,1.22916666666667,8.6621428921029,87518.3184510961,16206.7298338841,30309.8046694626,53.4702549575071
"85",110878,24027,2014_634805_BUZZARD COMPLEX,"004111",Buzzard Complex,WF,395747,L,true,2014/07/14 07:53:00+00,195,,0,Brush (2 feet),,634805,8,,,,Crane,,Stinking Waters 45 miles NE of Burns OR,OR,11062411,2014,FS,4,0,0,4,0,0,0,0,2014/09/11 10:00:00+00,2014_004111_BUZZARD COMPLEX,17,0,26,6,12,96,5264.66587301587,14,2014/07/22 00:00:00+00,203,756.375,2014/07/19 01:00:00+00,200,2014/07/22 00:00:00+00,203,96609,2014/07/21 00:00:00+00,202,8,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[300023292],1,['OR4362911838720140714-BUZZARD'],195,246,['Natural'],87141,"[{'ID': 300023292, 'MTBS_ID': 'OR4362911838720140714(BUZZARD)', 'COORDS': (43.6161, -118.4256), 'CAUSE': 'Natural', 'SIZE': 87141.0, 'DISC': 195, 'CONT': 246.0}]","[(43.6161, -118.4256)]",1,1,1,300023292,43.6161,-118.4256,OR4362911838720140714(BUZZARD),"(43.6161, -118.4256)",-118.3863889,43.6286111,OR,,,,,,,,,,2014-07-12,193,7,2014,2014-07-25,14,6687,1435.42254833355,477.642857142857,102.530182023825,2341,2,1572.56931359354,502.515954187054,0.429317346592955,337.565642522742,2014-07-16,-9594511.39021036,4811734.21749668,680965.693295993,354700.088805961,41046.9111940393,2.16180555555556,10.3720081754351,412857.877575889,50251.5954187054,143542.254833355,35.0082249140123
"86",110938,24038,2014_638842_CARLTON COMPLEX,"000534",CARLTON COMPLEX,WF,256108,L,true,2014/07/14 14:38:00+00,195,,0,Timber (Grass and Understory),,638842,42,,,,Carlton,,"5 miles SW of Okanogan, 7 miles South of Twisp, and 9 miles SW of Omak",WA,68800000,2014,MMS,467,0,0,471,1,325,0,0,2014/08/29 05:00:00+00,2014_000534_CARLTON COMPLEX,47,800,1103,50,1053,258.166666666667,16460.3623015873,14.8333333333333,2014/07/29 19:00:00+00,210,724.816666666667,2014/07/29 19:00:00+00,210,2014/07/22 19:00:00+00,203,120351,2014/07/18 19:00:00+00,199,8,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'C', 'C', 'C', 'C', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS', 'MMS']",FS,MMS,63.8297872340426,"[300028685, 300077015, 300077016, 300077017, 300138830]",5,['WA4821112010220140714-CARLTON COMPLEX'],195,322,['Natural' 'Missing data/not specified/undetermined'],256154.03,"[{'ID': 300028685, 'MTBS_ID': 'WA4821112010220140714(CARLTON COMPLEX)', 'COORDS': (48.5111, -120.0881), 'CAUSE': 'Natural', 'SIZE': 255575.0, 'DISC': 195, 'CONT': 322.0}, {'ID': 300077015, 'COORDS': (48.1968, -120.1276), 'CAUSE': 'Natural', 'SIZE': 0.01, 'DISC': 195, 'CONT': 41.0}, {'ID': 300077016, 'COORDS': (47.5981, -120.0847), 'CAUSE': 'Natural', 'SIZE': 0.01, 'DISC': 195, 'CONT': 41.0}, {'ID': 300077017, 'COORDS': (48.2076, -120.0094), 'CAUSE': 'Natural', 'SIZE': 0.01, 'DISC': 196, 'CONT': 41.0}, {'ID': 300138830, 'MTBS_ID': 'WA4821112010220140714(CARLTON COMPLEX)', 'COORDS': (48.4129, -120.146), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 579.0, 'DISC': 213, 'CONT': 41.0}]","[(48.5111, -120.0881) (48.1968, -120.1276) (47.5981, -120.0847)
 (48.2076, -120.0094) (48.4129, -120.146)]",2,5,1,300028685,48.5111,-120.0881,WA4821112010220140714(CARLTON COMPLEX),"(48.5111, -120.0881)",-120.1025,48.2113889,WA,,,,,,,,,,2014-07-15,196,7,2014,2014-08-06,23,4550,976.696963498973,197.826086956522,42.4650853695206,1702,1,1134.04659340659,365.349061950605,0.214658673296478,243.432937197049,2014-07-19,-8919928.07494572,5345933.77965337,529063.122274876,241346.703165414,14761.2968345863,0.556944444444444,5.76370001506643,281056.80878922,36534.9061950605,97669.6963498973,37.4065934065934
"87",132111,28895,2017_7155675_NW OKLAHOMA COMPLEX,"000529",NW Oklahoma Complex,CX,779292,U,true,2017/03/07 13:47:00+00,66,,2,Tall Grass (2.5 feet),Wildfire,7155675,7,,,US/Central,Laverne,,Large area surrounding the city of  Laverne and much of NW OK.,OK,3200000,2017,FS,151,0,8,151,0,31,0,2,2017/03/24 18:00:00+00,2017_000529_NW OKLAHOMA COMPLEX,13,0,1450,,1450,2,954.616666666667,2,2017/03/10 18:00:00+00,69,114.95,2017/03/12 18:00:00+00,71,2017/03/10 18:00:00+00,69,194823,2017/03/10 18:00:00+00,69,3,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400225935],1,['OK3673310054420170307-OKS - BEAVER'],66,,['Missing data/not specified/undetermined'],2962,"[{'ID': 400225935, 'MTBS_ID': 'OK3673310054420170307(OKS - BEAVER)', 'COORDS': (36.73295, -100.5439), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 2962.0, 'DISC': 66, 'CONT': 'unknown'}]","[(36.73295, -100.5439)]",1,1,1,400225935,36.73295,-100.5439,OK3673310054420170307(OKS - BEAVER),"(36.73295, -100.5439)",-100.0064,36.714535,OK,,,,,,,,,,2017-03-03,62,3,2017,2017-03-18,16,12189,2616.47456881076,761.8125,163.529660550673,9979,1,8375.07170399541,2142.07890082555,0.214658673296478,1797.78178074252,2017-03-08,-8893519.25010362,4118618.39357092,1221914.94620055,646543.948325984,132748.051674016,4.36597222222222,17.0344430167403,752197.830998565,214207.890082555,261647.456881076,81.8688981868898
"88",135991,29665,2017_7269467_LODGEPOLE COMPLEX,"000252",LODGEPOLE COMPLEX,CX,270743,U,false,2017/07/20 16:17:00+00,201,,0,Timber (Grass and Understory),,7269467,11,,,US/Mountain,Jordan,,"52 miles WNW of Jordan, MT",MT,9800000,2017,FS,31,0,1,31,0,16,0,0,2017/08/11 18:30:00+00,2017_000252_LODGEPOLE COMPLEX,24,50,345,,145,40.5,2499.43611111111,6,2017/07/26 17:15:00+00,207,218.366666666667,2017/07/25 18:45:00+00,206,2017/07/25 19:15:00+00,206,84192,2017/07/21 21:00:00+00,202,5,"[nan, nan, nan, 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",,FS,87.5,,,,,,,,,,,,,,,,,"(nan, nan)",-107.757925,47.318278,MT,,,,,,,,,,2017-07-12,193,7,2017,2017-08-05,25,4702,1009.32508184004,188.08,40.3730032736015,1548,1,910.795831561038,332.291626262947,0.214658673296478,195.510224846854,2017-07-23,-8155462.09267465,5241688.41843458,500265.733850103,249409.274348082,21333.7256519176,8.51180555555556,7.87969611473523,290431.522151678,33229.1626262947,100932.508184004,32.9221607826457
"89",136043,29040,2017_7164660_FOUR SEASONS COMPLEX,"010226",Four Seasons Complex,CX,159986,U,true,2017/07/16 08:00:00+00,197,,0,Tall Grass (2.5 feet),,7164660,19,,,US/Pacific,Battle Mountain,,50 Miles North of Battle Mt. Nevada,NV,4573000,2017,,0,0,0,0,0,0,0,0,2017/07/25 21:00:00+00,2017_010226_FOUR SEASONS COMPLEX,11,0,57,1,55,37,1658.03571428571,6,2017/07/16 17:30:00+00,197,248.625,2017/07/18 19:30:00+00,199,2017/07/18 19:30:00+00,199,146851,2017/07/16 17:30:00+00,197,2,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,[400024149],1,,195,216,['Natural'],292.5,"[{'ID': 400024149, 'COORDS': (41.5544, -116.9619), 'CAUSE': 'Natural', 'SIZE': 292.5, 'DISC': 195, 'CONT': 216.0}]","[(41.5544, -116.9619)]",1,1,0,400024149,41.5544,-116.9619,,"(41.5544, -116.9619)",-116.7604,41.494675,NV,,,,,,,,,,2017-07-14,195,7,2017,2017-07-21,8,2418,519.044672030883,302.25,64.8805840038603,974,1,683.830438378825,209.077547790769,0.214658673296478,146.790134662147,2017-07-17,-9735821.76875138,4606023.37135828,397450.310780901,128258.533682191,31727.4663178087,2.16666666666667,19.8314016962789,149564.118731578,20907.7547790769,51904.4672030883,40.2812241521919
"90",144532,31876,2018_9241251_MENDOCINO COMPLEX,"008674",Mendocino Complex,CX,459123,U,true,2018/07/27 21:15:00+00,208,,1,Timber (Grass and Understory),,9241251,4,,,US/Pacific,,,"(Ranch)-8 mile NE of Ukiah; (River)-NE of the community of Hopland",CA,201000000,2018,,278,4,13,280,15,157,1,0,2018/09/18 19:30:00+00,2018_008674_MENDOCINO COMPLEX,101,8678,15300,300,15000,613.5,65933.426992452,10.8,2018/08/23 21:00:00+00,235,1078.40952380952,2018/08/08 19:45:00+00,220,2018/08/26 07:00:00+00,238,44021,2018/08/04 07:30:00+00,216,30,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,,,,,,,,,,,,,,,,,"(nan, nan)",-123.11,39.24,CA,,,,,,,,,,2018-07-27,208,7,2018,2018-09-16,52,7242,1554.55811201309,139.269230769231,29.895348307944,896,1,426.70698702016,192.334171273644,0.214658673296478,91.5963557200848,2018-08-04,-10549398.8989744,4385949.83100752,587320.52455738,384139.082268995,74983.9177310053,0.71875,16.331988972673,447087.916498024,19233.4171273644,155455.811201309,12.3722728528031
"91",159048,33981,2020_11769137_JULY COMPLEX,"000487",JULY COMPLEX,CX,83261,U,true,2020/07/22 18:24:40+00,204,,0,Tall Grass (2.5 feet),,11769137,7,,,US/Pacific,,,"Tule Lake, Lava Beds National Monument, Medicine Lake, CA",CA,35000000,2020,,9,0,0,15,6,0,0,0,2020/08/19 19:00:00+00,2020_000487_JULY COMPLEX,25,0,70,,,95,7922.83333333333,11,2020/07/30 19:45:00+00,212,897.345238095238,2020/07/28 10:15:00+00,210,2020/07/28 19:45:00+00,210,16480.5,2020/07/28 10:15:00+00,210,6,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,[400632353],1,,210,245,['Natural'],1000,"[{'ID': 400632353, 'COORDS': (41.79301532, -121.5645136), 'CAUSE': 'Natural', 'SIZE': 1000.0, 'DISC': 210, 'CONT': 245.0}]","[(41.79301532, -121.5645136)]",1,1,0,400632353,41.79301532,-121.5645136,,"(41.79301532, -121.5645136)",-121.477,41.69892,CA,,,,,,,,,,2020-07-22,204,7,2020,2020-08-09,19,1454,312.113710973078,76.5263157894737,16.4270374196357,784,1,472.752407152682,168.292399864438,0.214658673296478,101.480404517111,2020-07-28,-10076356.6153994,4642625.07596399,190844.83920946,77124.8585500025,6136.14144999749,0.600462962962963,7.36976669749041,90108.6997749333,16829.2399864438,31211.3710973078,53.9202200825309
